LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice
8800,2.0,7,1910,2004,1140,1,0,3,1,7,0,0,0,96500
7750,3.5,5,2003,2003,1320,2,1,3,1,6,0,2,400,162000
9236,3.0,5,1997,1997,1494,2,0,3,1,6,0,2,576,217000
10240,4.0,5,2005,2005,2098,2,1,3,1,8,1,3,878,275500
7930,3.0,8,1969,2005,1026,1,0,3,1,5,0,2,440,156000
3230,3.0,5,1999,1999,1471,2,1,3,1,6,0,2,440,172500
10769,4.0,5,2007,2007,1768,2,1,3,1,7,0,2,578,212000
11616,3.0,5,1978,1978,1386,2,1,3,1,6,1,2,440,158900
2280,3.5,5,1999,1999,1501,2,1,3,1,6,0,2,440,179400
12257,4.0,5,1995,1995,2531,2,1,4,1,9,1,3,752,290000
9100,3.0,6,1959,1959,864,1,0,2,1,5,0,1,300,127500
6911,2.5,5,1924,1950,1301,1,0,2,1,5,0,2,440,100000
8640,3.5,5,2009,2009,1547,2,1,3,1,7,0,2,614,215200
9430,4.0,5,1999,1999,2365,2,1,3,1,8,1,3,856,337000
9549,4.0,5,1995,1996,1494,1,1,2,1,6,1,2,481,270000
14587,4.5,5,2008,2008,1506,2,0,2,1,6,1,2,592,264132
10421,3.5,5,1988,1988,1714,2,1,3,1,7,1,2,496,196500
12508,3.0,7,1940,1985,1750,2,0,4,1,7,0,1,423,160000
9100,3.5,5,2004,2005,1836,2,0,3,1,8,1,2,484,216837
53504,4.0,5,2003,2003,3279,3,1,4,1,12,1,3,841,538000
7252,2.5,5,1982,1982,858,1,0,2,1,5,0,2,576,134900
8877,2.0,5,1951,1951,1220,1,0,2,1,6,0,2,396,102000
7819,3.0,5,1976,1976,1117,1,0,3,1,6,1,2,672,107000
10150,2.5,5,1958,1958,912,1,0,2,1,5,0,1,275,114500
14226,4.0,5,2006,2006,1973,2,0,3,1,9,1,3,895,395000
4500,3.0,5,1998,1998,1204,2,0,2,1,5,0,2,412,162000
11210,3.5,5,2005,2006,1614,2,0,3,1,7,0,3,865,221500
13350,2.5,5,1974,1974,894,1,0,3,1,5,1,2,440,142500
8400,2.5,5,1977,1977,2020,2,0,4,2,10,2,2,630,144000
10530,3.0,5,1977,1977,1004,1,0,2,1,4,0,2,504,135000
7875,3.5,5,1995,1996,1253,2,0,3,1,6,1,2,402,176000
7153,3.0,5,1992,1992,1603,2,1,3,1,7,0,2,484,175900
16285,3.5,5,2001,2002,1430,2,0,3,1,6,0,2,605,187100
9101,2.5,6,1978,1978,1110,1,0,1,1,4,1,2,602,165500
6300,3.0,6,1914,2001,1484,2,0,3,1,9,1,0,0,128000
9790,3.0,5,1967,1967,1342,2,0,3,1,7,1,2,457,161500
10800,2.5,6,1915,1950,1652,2,0,4,1,7,0,1,416,139000
10142,3.5,5,2004,2004,2084,2,1,4,1,8,0,2,618,233000
6000,2.0,7,1954,2000,901,1,0,2,1,4,0,1,281,107900
12205,3.0,8,1966,2007,2087,2,1,5,1,9,0,2,444,187500
3182,3.5,5,2005,2006,1145,2,0,2,1,5,1,2,397,160200
11333,3.0,5,1976,1976,1062,1,0,3,1,5,2,2,539,146800
9920,3.5,5,1996,1997,2013,2,1,3,1,8,1,2,455,269790
9158,4.0,5,2007,2007,1496,2,0,3,1,7,0,2,474,225000
10832,3.5,5,1994,1996,1895,2,1,3,1,7,1,2,409,194500
8400,3.0,6,1980,1981,1564,2,1,3,1,7,1,2,476,171000
8197,3.0,5,1977,1977,1285,1,1,3,1,7,1,2,528,143500
7677,2.5,5,1953,1953,773,1,0,2,1,4,0,1,240,110000
13518,4.5,5,2008,2009,3140,3,1,4,1,11,2,3,820,485000
7200,2.5,7,1937,1950,1768,1,1,3,1,7,2,1,240,175000
12798,3.0,5,1997,1997,1688,2,1,4,1,8,0,2,603,200000
4800,2.0,7,1916,1990,1196,1,0,2,1,5,0,2,440,109900
8199,3.5,5,2005,2005,1456,2,1,3,1,7,1,2,410,189000
13891,4.5,5,2008,2009,2822,3,1,4,1,12,1,3,1020,582933
9000,2.5,5,1954,1954,1128,1,0,2,1,5,0,1,286,118000
12274,3.5,5,2008,2008,1428,2,0,3,1,6,0,2,554,227680
9750,2.5,5,1967,1967,980,2,0,3,1,6,0,1,384,135500
21384,2.5,6,1923,2004,1576,1,1,3,1,6,1,2,528,223500
13400,2.5,5,1966,1966,1086,1,0,3,1,6,1,2,484,159950
8100,2.5,5,1898,1965,2138,2,0,2,3,11,0,2,360,106000
10140,3.0,6,1974,1999,1309,1,1,3,1,5,1,2,484,181000
4438,3.0,5,2004,2004,848,1,0,1,1,4,1,2,420,144500
8712,2.5,5,1952,1952,1044,1,0,2,1,4,0,2,504,55993
9750,3.0,6,1958,1958,1442,1,1,4,1,7,0,1,301,157900
8248,2.5,7,1918,1950,1250,1,1,3,1,7,0,1,280,116000
12137,3.5,5,1998,1998,1661,2,0,3,1,6,0,2,598,224900
11425,2.5,6,1954,1954,1008,1,0,2,1,4,1,1,275,137000
13265,4.0,5,2002,2002,1689,2,0,3,1,7,2,3,857,271000
8816,3.0,7,1971,1971,1052,1,0,3,1,6,0,2,440,155000
6371,3.5,5,2009,2010,1358,2,0,2,1,6,1,2,484,224000
7226,3.5,5,2003,2003,1640,2,1,3,1,6,0,2,595,183000
6000,2.0,4,1953,1953,936,1,0,2,1,4,0,2,576,93000
12394,3.5,5,2003,2003,1733,2,1,3,1,7,1,2,433,225000
9900,3.0,7,1940,1950,1489,2,0,3,1,7,1,1,240,139500
11216,4.0,5,2006,2006,1489,2,0,3,1,7,1,2,776,232600
14803,5.0,5,2007,2008,2084,2,0,2,1,7,1,3,1220,385000
6130,2.5,6,1924,1950,784,1,0,2,1,5,0,0,0,109500
8529,3.5,5,2001,2001,1434,2,0,3,1,6,1,2,527,189000
28698,2.5,5,1967,1967,2126,2,1,3,1,7,0,2,538,185000
2544,3.5,5,2005,2005,1223,2,1,2,1,4,0,2,480,147400
11900,3.0,5,1957,1957,1392,1,1,3,1,6,2,2,458,166000
3180,3.5,5,2005,2005,1200,2,1,2,1,4,0,2,480,151000
9548,3.5,6,2003,2003,1829,2,1,3,1,7,1,2,613,237000
10004,3.0,6,1964,1964,1516,1,1,3,1,6,0,2,472,167000
7875,2.5,6,1961,1961,1144,1,0,3,1,6,0,2,456,139950
9600,2.0,7,1950,1995,1067,2,0,2,1,4,0,2,436,128000
8100,2.5,6,1948,1973,1559,1,0,2,1,5,0,2,812,153500
1680,3.0,5,1973,1973,987,1,1,2,1,5,0,1,264,100000
9525,2.5,6,1995,2006,1099,1,1,3,1,6,0,1,352,144000
11767,2.5,6,1946,1995,1200,1,0,3,1,6,0,1,240,130500
12155,3.0,8,1925,1950,1482,2,0,4,1,7,0,1,400,140000
10440,2.5,8,1904,2002,1539,2,0,3,1,8,1,2,686,157500
9020,3.0,7,1966,1966,1165,1,1,3,1,6,0,2,490,174900
8000,2.5,4,1961,1961,1800,2,0,6,2,10,0,0,0,141000
12665,2.5,8,1915,1950,1416,1,1,4,1,7,1,3,720,153900
16647,2.5,5,1975,1981,1701,2,0,3,1,6,2,2,611,171000
9317,3.5,5,1993,1993,1775,2,1,3,1,7,1,2,425,213000
15523,2.5,6,1972,1972,864,1,0,3,1,5,1,1,338,133500
45600,3.0,8,1908,1997,2358,3,0,5,1,10,1,2,360,240000
9600,3.0,7,1976,1994,1855,2,1,3,1,7,1,2,512,187000
4435,3.0,5,2003,2003,848,1,0,1,1,3,0,2,420,131500
3196,4.0,5,2003,2003,1456,2,0,2,1,7,1,2,400,215000
7128,3.5,5,1941,1950,1646,2,0,4,1,7,2,1,240,164000
12095,3.0,6,1964,1964,1445,1,1,3,1,7,1,2,645,158000
17920,2.5,4,1955,1974,1779,1,1,3,1,6,1,2,454,170000
6897,2.5,8,1962,2010,1040,1,1,3,1,6,0,1,260,127000
10970,3.0,6,1978,1978,1026,1,0,3,1,5,0,2,576,147000
8125,3.0,5,1994,1995,1481,2,1,3,1,6,1,2,343,174000
10400,3.5,5,1976,1976,1370,2,0,3,1,6,1,2,479,152000
11029,3.0,7,1968,1984,2654,2,1,4,1,9,1,2,619,250000
7642,3.5,8,1918,1998,1426,1,1,3,1,7,1,1,216,189950
11625,2.5,4,1965,1965,1039,1,1,3,1,6,0,2,504,131500
9672,3.0,5,1984,1985,1097,2,0,3,1,6,0,2,480,152000
7931,2.5,5,1959,1959,1148,1,0,3,1,6,0,1,672,132500
8640,3.5,5,2007,2008,1372,2,0,3,1,6,0,2,529,250580
8750,2.5,6,1970,1970,1002,1,0,3,1,5,0,2,902,148500
10656,4.0,5,2006,2007,1646,2,0,3,1,6,1,3,870,248900
6970,2.0,5,1961,1961,1120,1,1,3,1,5,0,2,544,129000
14762,2.5,6,1948,1950,2320,2,0,2,1,7,1,2,672,169000
9938,3.5,5,1993,1994,1949,2,1,3,1,8,1,2,574,236000
6600,2.5,5,1962,1962,894,1,0,2,1,5,0,1,308,109500
8750,3.0,5,1998,1998,1682,2,1,3,1,7,0,2,523,200500
8892,2.5,7,1953,1996,910,1,0,3,1,5,0,2,414,116000
12144,2.5,7,1949,1950,1268,1,0,3,1,6,1,1,288,133000
5720,2.5,6,1941,1950,1131,1,1,3,1,5,0,1,200,66500
9000,4.0,5,2007,2007,2610,2,1,4,1,11,1,2,550,303477
25286,2.0,5,1963,1963,1040,1,0,3,1,5,0,2,648,132250
8834,4.5,5,2004,2005,2224,2,1,4,1,10,1,3,738,350000
11782,2.5,7,1961,1995,1155,1,0,3,1,6,0,2,576,148000
7000,2.5,8,1978,2005,864,1,0,3,1,6,0,1,336,136500
7024,2.5,5,2005,2006,1090,1,1,2,1,5,0,2,450,157000
13758,3.5,5,1990,1991,1717,2,1,3,1,7,1,2,400,187500
9636,3.0,5,1992,1993,1593,2,1,3,1,7,1,2,389,178000
6204,2.0,5,1912,1950,2230,1,0,5,1,10,0,1,440,118500
7150,2.5,5,1967,1967,892,1,0,3,1,5,0,1,288,100000
5119,4.5,5,1999,2000,1709,2,0,2,1,5,1,2,506,328900
8393,2.5,5,1959,2005,1712,2,0,4,2,8,0,2,588,145000
16466,2.5,7,1955,1955,1393,1,1,3,1,8,0,1,300,135500
15865,4.0,6,1970,1970,2217,2,0,4,1,8,1,2,621,268000
12160,3.0,4,1953,1953,1505,1,0,2,1,6,1,2,505,149500
8064,2.5,7,1949,2006,924,1,0,3,1,6,1,2,576,122900
11184,3.0,5,1978,1978,1683,2,1,3,1,7,1,2,440,172500
8414,3.0,8,1963,2003,1068,1,0,3,1,6,0,1,264,154500
13284,2.5,5,1954,1954,1383,1,0,3,1,6,1,1,354,165000
7018,2.5,5,1979,1979,1535,2,0,4,2,8,0,2,400,118858
7056,3.0,5,1963,1963,1796,1,1,4,1,8,1,2,483,140000
8765,2.0,6,1936,1950,951,1,0,2,1,6,0,1,327,106500
7018,2.5,5,1979,1979,2240,2,0,6,2,12,0,2,528,142953
12919,4.5,5,2009,2010,2364,2,1,2,1,11,2,3,820,611657
6993,2.5,7,1961,1994,1236,1,0,3,1,6,1,1,288,135000
7340,2.0,6,1971,1971,858,1,0,2,1,4,0,1,684,110000
8712,2.5,7,1957,2000,1306,1,0,2,1,5,0,1,756,153000
7875,3.5,5,2003,2003,1509,2,1,3,1,8,1,2,393,180000
14859,3.5,5,2006,2006,1670,2,0,3,1,7,1,3,690,240000
6173,2.5,6,1967,1967,902,1,0,3,1,6,0,1,288,125500
9920,2.5,5,1954,1954,1063,1,0,3,1,6,0,1,280,128000
13501,4.0,5,2006,2006,1636,2,0,3,1,8,1,3,865,255000
11500,3.5,7,1936,1987,2057,1,1,3,1,6,1,1,180,250000
8885,2.5,5,1983,1983,902,1,0,2,1,5,0,2,484,131000
12589,3.0,5,2005,2005,1484,2,1,3,1,8,1,2,390,174000
11600,2.5,5,1960,1960,2274,2,0,5,2,12,0,2,480,154300
9286,2.5,7,1977,1989,1268,1,1,3,1,5,0,1,252,143500
6120,2.5,7,1925,1950,1015,1,0,3,1,6,0,1,450,88000
6270,2.5,6,1949,1950,2002,2,0,4,2,8,0,3,871,145000
3000,3.0,5,2009,2009,1224,2,1,2,1,4,0,2,528,173733
2001,2.0,5,1970,1970,1092,1,1,3,1,6,0,1,286,75000
9000,1.0,3,1949,1950,480,0,0,1,1,4,0,1,308,35311
17140,2.0,6,1956,1956,1229,1,0,3,1,6,0,1,284,135000
13125,3.5,5,1991,1991,2127,2,1,4,1,8,1,3,833,238000
11029,3.0,8,1958,2002,1414,1,0,3,1,6,1,2,601,176500
8462,3.0,5,1994,1994,1721,2,1,3,1,7,0,2,471,201000
8777,2.5,7,1900,2003,2200,2,2,4,2,9,0,0,0,145900
10237,3.0,5,2005,2006,1316,2,0,3,1,6,1,2,397,169990
8012,3.0,5,1993,1994,1617,2,0,2,1,5,1,2,533,193000
10240,3.0,6,1980,1980,1686,2,0,3,1,7,1,2,612,207500
15611,2.5,6,1977,1977,1126,2,0,3,1,6,0,2,540,175000
11999,4.0,5,2003,2004,2374,2,1,4,1,10,1,3,656,285000
9900,3.5,5,1968,1968,1978,2,1,4,1,9,1,2,486,176000
11838,4.0,5,2001,2001,1788,2,0,3,1,7,1,2,522,236500
13006,3.5,5,1997,1997,2236,2,1,4,1,8,1,2,642,222000
8925,4.0,5,2007,2007,1466,2,0,3,1,7,0,3,610,201000
9100,2.5,6,1965,1965,925,1,0,2,1,5,0,1,429,117500
11670,4.5,5,2006,2006,1905,2,0,3,1,8,1,3,788,320000
8487,3.5,5,2004,2004,1500,2,0,3,1,6,0,2,570,190000
27650,3.5,7,1960,2007,2069,2,0,4,1,9,1,2,505,242000
5825,2.0,5,1926,1953,747,1,0,1,1,5,0,2,528,79900
10083,3.5,5,2003,2003,1200,2,0,2,1,5,0,2,555,184900
9675,3.5,5,2005,2005,1971,2,1,3,1,8,1,2,689,253000
8760,3.5,5,2006,2006,1962,2,1,3,1,7,0,3,868,239799
24090,3.5,7,1940,1950,2403,2,0,4,1,10,2,1,349,244400
12640,3.0,5,1976,1976,1728,2,0,4,2,8,0,2,574,150900
8755,3.5,5,1999,1999,2060,2,1,3,1,8,1,2,390,214000
7711,2.0,3,1977,1977,1440,2,0,4,2,8,0,0,0,150000
25000,2.5,4,1967,1967,1632,2,0,4,2,8,0,2,576,143000
14375,3.0,6,1958,1958,1344,1,0,3,1,7,1,2,525,137500
8820,2.5,6,1890,1996,1869,1,0,2,1,7,0,2,456,124900
8163,2.5,6,1959,1959,1144,1,0,3,1,6,1,1,796,143000
14536,4.0,5,2002,2003,1629,2,0,3,1,9,1,3,808,270000
14006,3.5,5,2002,2002,1776,2,1,3,1,7,1,2,474,192500
9360,3.0,7,1972,2006,1381,1,1,3,1,5,1,2,676,197500
7200,2.5,8,1950,2002,864,1,0,3,1,5,0,2,720,129000
7800,2.5,5,1965,1965,965,1,0,3,1,6,0,1,300,119900
7200,2.5,8,1972,2003,768,1,0,2,1,5,0,1,396,133900
11075,2.5,4,1969,1969,1968,2,1,4,1,7,1,2,530,172000
9400,3.0,5,1975,1975,980,2,0,4,0,4,0,0,0,127500
7136,3.0,6,1946,1950,1958,2,0,4,2,8,0,2,492,145000
1300,3.0,6,1980,1980,1229,1,1,2,1,5,1,2,462,124000
7420,2.5,5,1962,1962,1057,1,0,3,1,6,0,2,576,132000
8450,3.5,5,2003,2003,1337,2,0,3,1,6,0,2,531,185000
2572,3.5,5,1999,1999,1416,2,1,3,1,6,0,2,484,155000
7207,2.5,7,1958,2008,858,1,0,2,1,4,0,0,0,116500
12227,3.0,7,1977,1995,2872,2,1,4,1,11,1,2,619,272000
2308,3.0,6,1976,1976,1548,2,1,3,1,7,1,2,440,155000
11923,4.5,5,2007,2007,1800,2,0,2,1,7,0,2,702,239000
11316,3.5,5,2002,2003,1894,2,1,4,1,8,1,2,510,214900
10237,3.0,5,2005,2007,1484,2,1,3,1,8,1,2,393,178900
9600,2.5,7,1940,1950,1308,1,1,2,1,7,2,1,256,160000
7390,2.5,7,1955,1955,1098,1,0,3,1,6,0,1,260,135000
5925,1.5,6,1910,1950,968,1,0,2,1,6,0,0,0,37900
10382,3.0,5,1958,1958,1095,1,0,2,1,6,0,1,264,140000
10800,2.0,4,1949,1950,1192,1,1,4,1,6,0,0,0,135000
2268,3.5,5,2003,2004,1626,2,0,2,1,6,0,2,474,173000
7892,3.0,5,1979,1979,918,2,0,2,1,5,1,1,264,99500
11639,3.5,5,2007,2008,1428,2,0,3,1,6,0,2,480,182000
11414,3.5,8,1910,1993,2019,1,0,3,1,8,0,2,532,167500
2651,3.5,5,2000,2000,1382,2,1,3,1,6,0,2,490,165000
5900,2.0,7,1923,1958,869,1,0,2,1,4,0,0,0,85500
4274,3.5,5,2006,2007,1241,1,1,1,1,4,0,2,569,199900
9450,2.0,5,1954,1954,894,1,0,3,1,5,0,2,400,110000
8816,2.5,6,1963,1963,1121,1,0,3,1,5,0,2,480,139000
12122,3.5,9,1961,2007,999,1,0,3,1,6,0,2,588,178400
12203,4.0,5,1998,1999,2612,2,1,4,1,8,1,3,676,336000
3182,3.5,5,2007,2007,1266,2,0,2,1,6,1,2,388,159895
11250,4.0,5,2002,2002,2290,2,1,4,1,9,1,2,779,255900
10125,2.5,5,1977,1977,1734,2,0,4,2,8,0,2,539,126000
10880,2.5,5,1950,1950,1164,1,0,3,1,5,0,1,240,125000
5310,3.0,8,1910,2003,1635,1,0,2,1,5,0,1,255,117000
10159,4.5,5,2009,2010,1940,2,1,3,1,8,1,3,606,395192
12046,3.0,6,1976,1976,2030,2,1,4,1,8,1,2,551,195000
8125,3.5,5,2006,2006,1576,2,1,3,1,6,0,2,614,197000
9452,4.0,5,1997,1998,2392,2,1,3,1,7,1,3,870,348000
17671,4.0,9,1882,1986,1742,1,1,4,1,8,1,2,424,168000
9760,3.0,8,1964,1993,1851,2,1,3,1,7,1,2,440,187000
8846,3.0,5,2005,2006,1500,2,1,3,1,6,0,2,564,173900
12456,5.0,5,2006,2007,1718,2,0,3,1,7,1,3,786,337500
4712,2.0,7,1946,1950,1230,1,1,3,1,5,0,1,305,121600
10659,2.5,6,1961,1961,1050,1,0,3,1,6,0,1,368,136500
11717,3.0,6,1970,1970,1442,2,0,2,1,6,1,2,615,185000
9786,1.5,4,1922,1950,1077,1,0,3,1,6,1,1,210,91000
6762,3.5,5,2006,2006,1208,2,0,2,1,6,0,2,632,206000
10206,1.5,3,1952,1952,944,1,0,2,1,4,0,2,528,82000
5400,2.5,6,1920,1950,691,1,0,2,1,4,0,1,216,86000
11957,4.0,5,2006,2006,1574,2,0,3,1,7,1,3,824,232000
11500,2.5,6,1976,1976,1680,2,0,4,2,8,0,2,528,136905
3182,3.5,5,2005,2006,1504,2,0,1,1,7,1,2,457,181000
8385,2.5,8,1977,1977,985,2,0,3,1,6,0,1,328,149900
12155,3.0,3,1970,1970,1657,2,0,3,1,7,1,2,484,163500
2217,2.0,4,1970,1970,1092,1,1,3,1,6,0,1,286,88000
12118,3.5,5,2004,2005,1710,2,0,3,1,7,1,2,550,240000
6000,2.5,5,1926,1950,1522,2,0,4,1,7,0,0,0,102000
21286,2.5,5,1948,1950,1271,2,0,4,1,7,1,1,312,135000
9825,2.5,5,1965,1965,1664,2,0,4,2,8,0,0,0,100000
10592,3.0,7,1923,1996,1502,1,1,3,1,7,2,1,180,165000
7200,2.5,4,1910,2006,1022,1,0,2,1,4,0,1,280,85000
11664,3.0,5,1948,1950,1082,1,0,2,1,5,1,1,240,119200
8400,4.0,6,2001,2001,1665,2,1,3,1,6,0,2,528,227000
11883,3.5,5,1996,1996,1504,2,0,3,1,6,1,2,478,203000
5814,4.0,5,1984,1984,1360,1,0,1,1,4,1,2,565,187500
10784,3.5,5,1991,1992,1472,2,1,3,1,7,1,2,402,160000
3013,3.5,5,2005,2005,1506,2,0,2,1,6,1,2,440,213490
7024,2.0,5,2005,2005,1132,1,1,2,1,5,0,2,451,176000
7406,3.5,5,2006,2006,1220,2,0,2,1,6,0,2,632,194000
9439,2.5,5,1930,1950,1248,1,0,2,1,6,0,1,160,87000
3182,3.5,5,2005,2006,1504,2,0,2,1,7,1,2,437,191000
15498,4.0,6,1976,1976,2898,2,0,2,1,10,1,2,665,287000
7700,2.5,5,1972,1972,882,1,0,3,1,5,0,2,461,112500
9300,2.5,5,1960,1960,1264,1,0,3,1,6,2,2,461,167500
9520,4.0,5,2007,2008,1646,2,0,3,1,7,1,3,800,293077
9492,2.5,5,1941,1950,1376,1,0,3,1,6,1,1,240,105000
1680,3.0,7,1972,1972,1218,1,1,3,1,7,0,1,264,118000
7082,2.5,8,1916,1995,1928,2,0,5,2,10,0,0,0,160000
15863,3.5,3,1920,1970,3082,2,1,5,1,12,2,2,672,197000
14541,4.0,7,1993,1993,2520,2,1,5,1,10,1,3,796,310000
8125,3.5,5,2002,2002,1654,2,0,3,1,6,0,3,900,230000
6305,2.5,7,1938,1950,954,1,0,2,1,5,1,1,240,119750
11500,2.0,3,1957,1957,845,1,0,3,1,5,0,1,290,84000
12898,4.5,5,2007,2008,1620,2,0,2,1,6,1,3,912,315500
9240,4.0,5,2001,2002,2263,2,1,3,1,7,1,2,905,287000
1533,2.0,6,1970,2008,1344,1,1,3,1,6,1,0,0,97000
1477,2.0,4,1970,1970,630,1,0,1,1,3,0,1,286,80000
13125,2.5,4,1957,2000,1803,2,0,3,1,8,1,2,484,155000
9130,3.0,8,1966,2000,1632,1,1,4,1,7,0,2,484,173000
5381,3.0,5,2005,2005,1306,2,0,1,1,5,1,2,624,196000
11839,3.5,5,1990,1990,2329,2,1,4,1,10,1,2,514,262280
9600,4.0,5,1981,1981,2524,2,1,4,1,9,1,2,542,278000
13680,1.5,5,1955,1955,1733,2,0,4,1,8,1,2,452,139600
16056,4.5,5,2005,2006,2868,3,1,4,1,11,1,3,716,556581
9245,2.5,5,1994,1995,990,1,0,3,1,5,0,2,672,145000
21750,2.5,4,1960,2006,1771,1,0,3,1,9,1,2,336,115000
11100,2.0,7,1946,2006,930,1,0,2,1,6,0,1,308,84900
8993,3.5,5,2007,2007,1302,2,0,3,1,6,0,2,436,176485
11175,3.5,5,2007,2007,1316,2,0,3,1,6,1,2,440,200141
9500,3.0,6,1964,1978,1977,1,1,4,1,9,1,2,540,165000
8562,2.5,6,1957,2002,1526,1,0,4,1,7,1,1,364,144500
11367,4.0,5,2002,2002,1989,2,1,3,1,7,1,2,586,255000
11361,3.0,5,1976,1976,1523,2,0,3,1,7,1,2,478,180000
7052,3.5,5,2005,2005,1364,2,0,2,1,6,1,2,484,185850
29959,3.5,6,1994,1994,1850,2,1,3,1,7,1,2,467,248000
11308,4.5,5,2008,2008,2184,2,1,3,1,10,1,3,836,335000
11275,3.0,7,1932,1950,1991,1,1,3,1,7,1,2,432,220000
4920,4.0,5,2001,2001,1338,2,0,2,1,6,0,2,582,213500
18000,1.5,4,1935,1950,894,1,0,2,1,6,0,3,1248,81000
13600,2.5,5,1900,1950,2337,2,0,5,2,10,0,2,560,90000
6000,3.0,6,1925,1980,1103,1,0,2,1,5,1,2,440,110500
11000,2.5,6,1966,1966,1154,1,1,3,1,6,1,2,480,154000
14000,3.5,5,1996,1997,2260,2,1,3,1,7,0,2,533,328000
7837,3.0,7,1993,1994,1571,2,1,3,1,7,1,2,380,178000
9760,3.0,6,1964,1964,1611,1,1,4,1,7,0,2,442,167900
3964,3.0,4,1973,1973,2521,2,1,5,1,10,1,2,576,151400
9600,2.5,7,1949,2003,893,1,0,2,1,4,0,2,576,135000
10152,2.5,5,1956,1956,1048,1,0,3,1,6,0,1,286,135000
11700,3.0,6,1968,1968,1556,1,1,4,1,8,0,2,441,154000
7585,2.5,3,1948,1950,1456,1,0,4,1,7,1,1,280,91500
7950,3.0,6,1977,1977,1426,1,1,3,1,6,0,2,440,159500
8556,3.5,5,2006,2006,1240,2,0,2,1,5,0,3,826,194000
13125,3.5,6,1940,1984,1740,1,1,3,1,6,2,1,240,219500
10800,2.5,8,1936,1989,1466,2,0,3,1,7,1,2,566,170000
15870,2.5,5,1969,1969,1096,1,0,3,1,6,0,1,299,138800
4435,3.0,5,2004,2004,848,1,0,1,1,3,1,2,420,155900
8775,2.5,5,1994,1994,990,1,0,3,1,5,0,1,299,126000
11040,3.0,7,1971,2004,1258,2,0,3,1,5,0,2,528,145000
7500,2.5,5,1963,1963,1040,1,1,3,1,5,0,1,308,133000
8749,3.5,5,2002,2002,1459,2,0,3,1,6,1,2,527,192000
8800,3.0,6,1964,1964,1251,1,0,3,1,6,2,1,461,160000
13031,3.0,5,1995,1996,1498,2,1,3,1,6,1,2,409,187500
9069,3.0,6,1992,1992,996,1,0,2,1,5,0,2,564,147000
1974,2.0,5,1973,1973,1092,1,1,3,1,6,0,1,286,83500
10574,4.0,5,2005,2006,1953,2,1,3,1,9,1,3,1043,252000
2522,3.5,5,2004,2004,1709,2,0,3,1,7,0,2,380,137500
3316,4.0,5,2005,2005,1247,1,1,1,1,4,1,2,550,197000
8544,1.5,4,1950,1950,1040,2,0,2,2,6,0,2,400,92900
2160,3.5,5,1999,2000,1252,2,1,2,1,4,0,2,462,160000
8400,3.0,5,1925,1950,1694,2,0,4,1,7,1,2,576,136500
9230,2.5,8,1965,1998,1200,1,1,1,1,6,0,2,884,146000
5868,2.5,7,1956,2000,936,1,0,2,1,4,0,1,308,129000
9317,3.0,5,2006,2006,1314,2,0,3,1,6,1,2,440,176432
6882,3.0,7,1914,2006,1355,1,1,3,1,7,0,0,0,127000
3696,4.0,5,1986,1986,1088,1,1,2,1,5,0,2,461,170000
6000,2.0,6,1936,1950,1324,1,0,3,1,6,0,1,240,128000
11880,3.5,5,1978,1978,1601,2,0,3,1,7,1,2,478,157000
8400,1.0,5,1920,1950,438,1,0,1,1,3,0,1,246,60000
9758,2.5,5,1971,1971,950,1,0,3,1,5,0,1,280,119500
7000,2.5,7,1960,2002,1134,1,0,2,1,6,0,1,254,135000
8910,3.0,6,1959,1959,1194,1,0,3,1,6,1,2,539,159500
2016,2.5,5,1970,1970,1302,2,1,3,1,6,0,2,440,106000
12256,4.0,5,1994,1995,2622,2,1,3,1,9,2,2,712,325000
10357,3.5,5,1990,1991,1442,2,0,3,1,6,1,2,719,179900
23257,3.5,5,2006,2006,2021,2,1,3,1,9,1,2,422,274725
8063,3.0,5,2000,2000,1690,2,1,3,1,7,1,2,463,181000
11362,4.0,5,2004,2005,1836,2,0,3,1,7,1,3,862,280000
8000,3.0,5,1995,1996,1658,2,1,3,1,8,1,2,431,188000
10480,3.5,6,1976,1976,1964,2,1,4,1,8,1,2,483,205000
7100,2.5,7,1957,1957,816,1,0,2,1,5,0,1,308,129900
8923,2.5,7,1953,2006,1008,1,0,2,1,6,0,1,240,134500
5400,2.5,7,1954,2000,833,1,0,2,1,4,0,1,326,117000
12085,4.0,5,2007,2007,1734,2,0,3,1,7,1,3,928,318000
7750,4.0,5,2002,2002,1419,2,1,3,1,7,1,2,527,184100
9764,2.5,7,1967,2003,894,1,0,3,1,5,0,2,450,130000
13825,2.5,6,1958,1987,1601,1,0,3,1,6,0,1,300,140000
7560,2.5,5,1959,1959,1040,1,0,3,1,6,0,1,286,133700
8263,3.0,5,1920,1950,1012,1,0,2,1,6,1,1,308,118400
10084,3.5,5,2005,2006,1552,2,0,3,1,7,0,3,782,212900
8926,2.0,3,1956,1956,960,1,0,3,1,5,0,1,288,112000
9405,2.5,9,1947,2008,698,1,0,2,1,4,0,0,0,118000
9125,3.5,5,1992,1992,1482,2,1,3,1,7,1,2,392,163900
10434,2.0,5,1955,1955,1005,1,0,2,1,5,1,2,672,115000
